管轄,管理番号,名称,緯度,経度,所在地,電話番号
岩手県-県央保健所,岩手県-県央-0002,（有）メークデント,39.7641737,141.0971376,岩手県滝沢市湯舟沢33-9,
岩手県-県央保健所,岩手県-県央-0003,滝沢歯科技工所,39.7519081,141.0811036,岩手県滝沢市平蔵沢182-118,
岩手県-県央保健所,岩手県-県央-0004,デンタルワン,39.7366986,141.0853022,岩手県滝沢市鵜飼向新田7-122,
岩手県-県央保健所,岩手県-県央-0005,ササキデンタルラボラトリー,39.7362708,141.077551,岩手県滝沢市鵜飼迫16-12,
岩手県-県央保健所,岩手県-県央-0006,(有)クラフトデンタル,39.7474324,141.1130639,岩手県滝沢市穴口453-18,
岩手県-県央保健所,岩手県-県央-0007,(有)ムラマツデンタルスタジオ,39.6302211,141.1103229,岩手県紫波郡矢巾町大字広宮沢5-111,
岩手県-県央保健所,岩手県-県央-0008,オーラル,39.735208,141.0836238,岩手県滝沢市鵜飼向新田7-231,
岩手県-県央保健所,岩手県-県央-0009,太田歯科技工所,39.6855813,140.9869468,岩手県雫石町下町東６３-4,
岩手県-県央保健所,岩手県-県央-0010,デンタルラボ矢巾,39.6090657,141.1441265,岩手県矢巾町南矢幅8-286,
岩手県-県央保健所,岩手県-県央-0011,川村デンタルラボラトリー,39.7859398,141.1502563,岩手県滝沢市巣子274-33,
岩手県-県央保健所,岩手県-県央-0012,(有)デンタルワーク,39.7336111,141.0983327,岩手県滝沢市室小路163-7,
岩手県-県央保健所,岩手県-県央-0013,久水デンタルラボ,39.7408828,141.0810064,岩手県滝沢市鵜飼迫146-7,
岩手県-県央保健所,岩手県-県央-0014,ナデサ,39.6962888,140.9757447,岩手県雫石町源太堂44-2,
岩手県-県央保健所,岩手県-県央-0015,Ｓ．Ｓデンタル・スタジオ,39.951615,141.1093525,岩手県八幡平市堀切12-58-13,
岩手県-県央保健所,岩手県-県央-0016,寺田デンタルラボラトリー,39.9125114,141.0960776,岩手県八幡平市大更22-162　2F,
岩手県-県央保健所,岩手県-県央-0017,ヤマザキデンチャーラボ,39.9125114,141.0960776,岩手県八幡平市大更18-50-101,
岩手県-県央保健所,岩手県-県央-0018,ＡＤﾃﾞﾝﾀﾙﾗﾎﾞﾗﾄﾘｰ（休止中）,39.8927618,140.9253837,岩手県八幡平市松尾寄木1-590-334,
岩手県-県央保健所,岩手県-県央-0019,吉田技研,39.5560079,141.1047905,岩手県紫波郡紫波町上平沢南馬場５４－２,
岩手県-県央保健所,岩手県-県央-0020,デンタルプラス,39.7032177,141.0430828,岩手県滝沢市大釜高森7-26,
岩手県-県央保健所,岩手県-県央-0021,Ｓ．Ｔデンタルラボ,39.7338388,141.0871965,岩手県滝沢市鵜飼狐洞1-328,
岩手県-県央保健所,岩手県-県央-0022,デンタルラボラトリーイマージュ,39.9785617,141.01985,岩手県八幡平市松尾28-13,
岩手県-県央保健所,岩手県-県央-0023,DENTAL FACTORY HOSOKAWA,39.5781239,141.1867604,岩手県紫波郡紫波町西長岡字六日町33-3,
岩手県-県央保健所,岩手県-県央-0024,プラスデンタルデザイン,39.7858421,141.1483875,岩手県滝沢市巣子279-41,
岩手県-県央保健所,岩手県-県央-0025,スマイルアート,39.5534077,141.1173447,岩手県紫波郡紫波町稲藤字後藤138,
岩手県-県央保健所,岩手県-県央-0026,フクヤマ,39.6090657,141.1441265,岩手県紫波郡矢巾町大字南矢幅15-104-11,
岩手県-県央保健所,岩手県-県央-0027,MDL,39.5795494,141.1597125,岩手県紫波郡紫波町中島字前郷39-2,
岩手県-県央保健所,岩手県-県央-0028,西根デンタルラボトリー,39.91470169999999,141.0998212,岩手県八幡平市大更26-85-8,
岩手県-県央保健所,岩手県-県央-0029,真喜デンチャーラボラトリー,39.7344947,141.092339,岩手県滝沢市鵜飼笹森183-4,
岩手県-中部保健所,岩手県-中部-0001,湯沢歯科技工所,39.40155379999999,141.1163499,岩手県花巻市下幅26-21,
岩手県-中部保健所,岩手県-中部-0002,カマダ歯工,39.3794086,141.1195604,岩手県花巻市桜町1-119,
岩手県-中部保健所,岩手県-中部-0003,（有）ササキ歯研,39.3597253,141.1152766,岩手県花巻市山の神427-10,
岩手県-中部保健所,岩手県-中部-0004,みちのくデンタルラボラトリー,39.448817,141.0961793,岩手県花巻市大畑1-35-3,
岩手県-中部保健所,岩手県-中部-0005,ヤオイタデンタルラボラトリー,39.4413148,141.1321285,岩手県花巻市二枚橋町大通り2-27-7,
岩手県-中部保健所,岩手県-中部-0006,（株）エフケーデンタル,39.4091898,141.1024573,岩手県花巻市松園町365-52,
岩手県-中部保健所,岩手県-中部-0007,佐々木歯科技工所,39.496963,141.1489714,岩手県花巻市石鳥谷町好地16-9-25,
岩手県-中部保健所,岩手県-中部-0008,及川デンタルラボラトリー,39.4522534,141.0301156,岩手県花巻市小瀬川4-101-1,
岩手県-中部保健所,岩手県-中部-0009,シュー・デンタル・サプライ,39.4537379,141.357875,岩手県花巻市大迫町外川目28-70,
岩手県-中部保健所,岩手県-中部-0010,デンタル・プライム,39.3891854,141.0689272,岩手県花巻市円万寺字向野30-3,
岩手県-中部保健所,岩手県-中部-0011,(有)星ケ丘デンタル・ラボラトリィ,39.4038049,141.1051975,岩手県花巻市星が丘1-26-7,
岩手県-中部保健所,岩手県-中部-0012,ソフィアデンタル,39.3680675,141.2602362,岩手県花巻市東和町東晴山10区330,
岩手県-中部保健所,岩手県-中部-0013,ホワイトイワテ,39.4156931,141.1974383,岩手県花巻市東和町外谷地6-95-3,
岩手県-中部保健所,岩手県-中部-0014,ANET（アネット）,39.3962065,141.1076139,岩手県花巻市桜台1-5-8,
岩手県-中部保健所,岩手県-中部-0015,三上歯技,39.3855605,141.1382701,岩手県花巻市高木13-165-2,
岩手県-中部保健所,岩手県-中部-0016,D-Exact,39.3858008,141.2289389,岩手県花巻市東和町土沢8区380,
岩手県-中部保健所,岩手県-中部-0017,エヌサポート,39.479065,141.2898537,岩手県花巻市大迫町大迫3-145,
岩手県-中部保健所,岩手県-中部-0018,（有）アライズ・サン・ラボ,39.3080494,141.1180192,岩手県北上市藤沢19-7-7,
岩手県-中部保健所,岩手県-中部-0019,株式会社上神田歯研,39.256013,141.106285,岩手県北上市相去町山田２－２４,
岩手県-中部保健所,岩手県-中部-0020,きくちデンタル［きくち歯科医院内］,39.2838076,141.1186641,岩手県北上市青柳町２－１－３,
岩手県-中部保健所,岩手県-中部-0021,伊藤歯科技工所,39.3003425,141.0705187,岩手県北上市上江釣子１５－６－２,
岩手県-中部保健所,岩手県-中部-0022,佐藤歯科技工所,39.2939329,141.0543333,岩手県北上市下江釣子１６－１９６－１１,
岩手県-中部保健所,岩手県-中部-0023,ラボ･高橋,39.2976838,141.1228278,岩手県北上市上野町１－１１－15,
岩手県-中部保健所,岩手県-中部-0024,Ｂテックラボ,39.3053501,140.9997901,岩手県北上市和賀町竪川目１－２３４－３２,
岩手県-中部保健所,岩手県-中部-0025,（有）エムアンドワイ［佐々木歯科医院内］,39.324563,141.1113451,岩手県北上市村崎野１５－５３７－５,
岩手県-中部保健所,岩手県-中部-0026,ピースデンタル・ラボ,39.2776826,141.0824245,岩手県北上市鬼柳町新井田７８－４,
岩手県-中部保健所,岩手県-中部-0027,デンタルラボユアーズ,39.3131845,141.0671907,岩手県北上市滑田9-40-2,
岩手県-中部保健所,岩手県-中部-0028,デンタルラボキューブ,39.2540008,141.0702458,岩手県北上市相去町上大谷地３３－１１,
岩手県-中部保健所,岩手県-中部-0029,Ｋ2デンタルラボ,39.331985,141.537602,岩手県遠野市上組町10-4,
岩手県-中部保健所,岩手県-中部-0030,Kセラミック,39.3369429,141.5392283,岩手県遠野市松崎町白岩１５地割１５−４,
岩手県-奥州保健所,岩手県-奥州-0001,M・Mデンタルラボラトリー,39.1458717,141.1246416,岩手県奥州市水沢字前田袋104番地6,
岩手県-奥州保健所,岩手県-奥州-0002,デンタルアート・エヌ,39.1320977,141.1254265,岩手県奥州市水沢字北田104番地1,
岩手県-奥州保健所,岩手県-奥州-0003,朴沢デンタルラボ,39.1265499,141.132982,岩手県奥州市水沢字桜屋敷90番地,
岩手県-奥州保健所,岩手県-奥州-0004,松林デンタルラボラトリー,39.1504513,141.1564797,岩手県奥州市水沢佐倉河字横枕13番地11,
岩手県-奥州保健所,岩手県-奥州-0005,吉田デンタルシステム,39.132796,141.1536017,岩手県奥州市水沢中田町3番22号,
岩手県-奥州保健所,岩手県-奥州-0006,佐々木デンタルラボ,39.18174920000001,141.1257099,岩手県奥州市水沢佐倉河字植田16番地,
岩手県-奥州保健所,岩手県-奥州-0007,打越デンタル・ラボ,39.15409349999999,141.1403361,岩手県奥州市水沢字北丑沢77番地1,
岩手県-奥州保健所,岩手県-奥州-0008,八重畑デンタルラボ,39.1513258,141.138824,岩手県奥州市水沢字赤土田52番地２　ハウス田園Ａ棟,
岩手県-奥州保健所,岩手県-奥州-0009,懸田歯科技工室,39.18432079999999,141.1486219,岩手県奥州市江刺愛宕字林59番地6,
岩手県-奥州保健所,岩手県-奥州-0010,後藤デンタルラボ,39.1867968,141.1786247,岩手県奥州市江刺中町8番20号,
岩手県-奥州保健所,岩手県-奥州-0011,及川歯科技工所,39.1861758,141.1745549,岩手県奥州市江刺八日町一丁目9番16号,
岩手県-奥州保健所,岩手県-奥州-0012,前沢歯科技工,39.0427729,141.1204177,岩手県奥州市前沢字駅東三丁目5番地11,
岩手県-奥州保健所,岩手県-奥州-0013,合同会社チダデンタルラボ,39.0758889,141.136082,岩手県奥州市前沢古城字田中前27番地1,
岩手県-奥州保健所,岩手県-奥州-0014,佐藤歯科技工所,39.1195071,141.0538219,岩手県奥州市胆沢若柳字芦ノ随14番地1,
岩手県-奥州保健所,岩手県-奥州-0015,坂井デンタルラボ,39.19565559999999,141.1135571,岩手県胆沢郡金ケ崎町西根古寺8番地3,
岩手県-一関保健所,岩手県-一関-0001,ボルテックス・デンタルラボラトリー,38.9420394,141.0676318,岩手県一関市厳美町字上野463番地5,
岩手県-一関保健所,岩手県-一関-0002,(株)ユニオンデンタル・ラボ,38.9287961,141.1518072,岩手県一関市三関字日照5番地,
岩手県-一関保健所,岩手県-一関-0003,デンタルラボ・アベ,38.9285038,141.1143819,岩手県一関市山目字立沢123番地,
岩手県-一関保健所,岩手県-一関-0004,歯牙工房ミウラ,38.9075163,141.1538778,岩手県一関市真柴字矢ノ目沢93番地1,
岩手県-一関保健所,岩手県-一関-0005,一関デンタル・サービス,38.9404909,141.1073809,岩手県一関市赤荻字中条27番地,
岩手県-一関保健所,岩手県-一関-0006,一関デンタル,38.9190352,141.1280349,岩手県一関市台町17番11号,
岩手県-一関保健所,岩手県-一関-0007,アイエス・デンタル・ラボ,38.9733324,141.1804006,岩手県一関市舞川字水無沢71番地1,
岩手県-一関保健所,岩手県-一関-0008,県南歯科技工所,38.9297524,141.1244575,岩手県一関市末広一丁目3番18号,
岩手県-一関保健所,岩手県-一関-0009,ケーディーラボ,38.8344134,141.1785303,岩手県一関市花泉町花泉町字深井沢32番地17,
岩手県-一関保健所,岩手県-一関-0010,阿部デンタルワーク,38.848447,141.1745677,岩手県一関市花泉町金沢字北町22番地,
岩手県-一関保健所,岩手県-一関-0011,ケンタ歯工,38.8283497,141.1780808,岩手県一関市花泉町涌津字境27番地3,
岩手県-一関保健所,岩手県-一関-0012,東洋歯研工業(株)一関営業所,38.9622019,141.1232739,岩手県西磐井郡平泉町平泉字正法10番地,
岩手県-一関保健所,岩手県-一関-0013,平泉デンタル・ラボ,38.9583137,141.1160029,岩手県西磐井郡平泉町平泉字大平28番地2,
岩手県-一関保健所,岩手県-一関-0014,熊谷デンタルラボラトリー,38.8496509,141.297753,岩手県一関市藤沢町黄海字町裏295番地,
岩手県-一関保健所,岩手県-一関-0015,谷田デンタル・ラボ,38.9213742,141.338123,岩手県一関市千厩町千厩字四日町29番地7,
岩手県-一関保健所,岩手県-一関-0016,デンタルラボUP,38.9104628,141.1942126,岩手県一関市滝沢字木ノ川58番地6,
岩手県-一関保健所,岩手県-一関-0017,サトウ歯研,38.76279359999999,141.2140573,岩手県一関市花泉町永井字鞍懸山86番地,
岩手県-一関保健所,岩手県-一関-0018,URANUS,38.9074602,141.1472448,岩手県一関市字沢161番地210,
岩手県-一関保健所,岩手県-一関-0019,(有)ヨシハラメディカルサービス,38.8342334,141.1800675,岩手県一関市花泉町花泉字深井沢33番地3,
岩手県-一関保健所,岩手県-一関-0020,オオモリデンタルオフィス,38.7636201,141.2441629,岩手県一関市花泉町永井字東方227番地3,
岩手県-一関保健所,岩手県-一関-0021,HASEGAWALABO,38.9325137,141.096981,岩手県一関市赤荻字荻野102番地6,
岩手県-一関保健所,岩手県-一関-0022,(株)ちばデンタルラボ,38.8296536,141.1849141,岩手県一関市花泉町涌津字二ノ町7番地2,
岩手県-一関保健所,岩手県-一関-0023,武田歯科技工所,38.9296988,141.1319331,岩手県一関市田村町3番41号,
岩手県-一関保健所,岩手県-一関-0024,藤沢デンタルらぼ,38.8727918,141.3500196,岩手県一関市藤沢町新沼字南沢43番地,
岩手県-一関保健所,岩手県-一関-0025,サトウデンタルファクトリー,38.7636201,141.2441629,岩手県一関市花泉町永井字東方227番地3,
岩手県-一関保健所,岩手県-一関-0026,デンタルラボ一関歯研,38.9265273,141.1489818,岩手県一関市三関字仲田25番地3,
岩手県-一関保健所,岩手県-一関-0027,Stshiken,38.7636201,141.2441629,岩手県一関市花泉町永井字東方227番地3,
岩手県-大船渡保健所,岩手県-大船渡-0001,(有）エースデンタル,39.1105255,141.7198738,岩手県大船渡市立根町字川原29-17,
岩手県-大船渡保健所,岩手県-大船渡-0002,ＨＳデンタルラボラトリー,39.051768,141.7926628,岩手県大船渡市三陸町綾里字野形6,
岩手県-大船渡保健所,岩手県-大船渡-0003,大船渡義歯専門所,39.0555282,141.7399912,岩手県大船渡市赤崎町字大立43-1,
岩手県-大船渡保健所,岩手県-大船渡-0004,Ｋｏｍｕｋａｉデンタルワークス,39.0825661,141.7142644,岩手県大船渡市盛町字みどり町17-1,
岩手県-大船渡保健所,岩手県-大船渡-0005,リアス歯研,39.1219756,141.8160157,岩手県大船渡市三陸町越喜来字前田89-6,
岩手県-大船渡保健所,岩手県-大船渡-0006,ＳＫデンタル,39.0193867,141.6484927,岩手県陸前高田市高田町字荒沢７－10,
岩手県-大船渡保健所,岩手県-大船渡-0007,大畑デンタル,39.086392,141.71919,岩手県大船渡市赤崎町字中井72,
岩手県-大船渡保健所,岩手県-大船渡-0008,新・Dental・L,39.0794639,141.7122791,岩手県大船渡市盛町字下舘下1-41,
岩手県-大船渡保健所,岩手県-大船渡-0009,弘和歯研,38.94595470000001,141.7072248,岩手県陸前高田市広田町字根岬92-1,
岩手県-大船渡保健所,岩手県-大船渡-0010,ササキラボ,39.0192589,141.6568343,岩手県陸前高田市米崎町字糠塚沢52-3,
岩手県-大船渡保健所,岩手県-大船渡-0011,佐藤　強,39.0555282,141.7399912,岩手県大船渡市赤崎町大立43-1,
岩手県-大船渡保健所,岩手県-大船渡-0012,ササキデンタルラボ,39.0162882,141.6305055,岩手県陸前高田市高田町字館の沖142-2,
岩手県-大船渡保健所,岩手県-大船渡-0013,Ｙデンタル,39.0024928,141.6202848,岩手県陸前高田市気仙町字小渕84-32,
岩手県-大船渡保健所,岩手県-大船渡-0014,紺野歯科技工所,39.0081922,141.6159904,岩手県陸前高田市気仙町字町165-2,
岩手県-大船渡保健所,岩手県-大船渡-0015,サトウギコウ,39.0231995,141.6286413,岩手県陸前高田市高田町字鳴石53-21,
岩手県-大船渡保健所,岩手県-大船渡-0016,気仙デンタルラボラトリー,39.0291021,141.7108087,岩手県大船渡市大船渡町字丸森13-7,
岩手県-大船渡保健所,岩手県-大船渡-0017,プレシジョン,38.999612,141.7148791,岩手県大船渡市末崎町字大田37-154,
岩手県-大船渡保健所,岩手県-大船渡-0018,(有）三陸デンタルラボ,39.0154265,141.633541,岩手県陸前高田市高田町字裏田54-2,
岩手県-大船渡保健所,岩手県-大船渡-0019,佐藤デンタルラボラトリー,39.0850554,141.707631,岩手県大船渡市盛町字舘下2-13,
岩手県-大船渡保健所,岩手県-大船渡-0020,クマガイ・デンタル・ラボ,39.0819002,141.7084933,岩手県大船渡市大船渡町字宮の前99,
岩手県-大船渡保健所,岩手県-大船渡-0021,鈴木歯科技工所,39.0125319,141.6425999,岩手県陸前高田市高田町字中長砂11-2,
岩手県-大船渡保健所,岩手県-大船渡-0022,タクミ．デンタル．ラボ,39.0081922,141.6159904,岩手県陸前高田市気仙町字町55-4,
岩手県-大船渡保健所,岩手県-大船渡-0023,コエダ企画,39.15595010000001,141.8366951,岩手県大船渡市三陸町吉浜字扇洞20-2,
岩手県-釜石保健所,岩手県-釜石-0001,三陸歯科技工所,39.2595328,141.8257328,岩手県釜石市野田町4-6-2,
岩手県-釜石保健所,岩手県-釜石-0002,福成歯科技工所,39.2523572,141.7662362,岩手県釜石市甲子町第5地割129-5,
岩手県-釜石保健所,岩手県-釜石-0003,さわや,39.1929525,141.8563215,岩手県釜石市唐丹町字荒川91-3,
岩手県-釜石保健所,岩手県-釜石-0004,川崎セラミックスラボ,39.2544874,141.7987496,岩手県釜石市甲子町3-36-6,
岩手県-釜石保健所,岩手県-釜石-0005,スズキプロソデント,39.2734743,141.8609412,岩手県釜石市中妻町1-9-13,
岩手県-釜石保健所,岩手県-釜石-0006,Ｍ・Ｔデンタルラボ,39.2754381,141.8841242,岩手県釜石市只越町３丁目５番15号,
岩手県-釜石保健所,岩手県-釜石-0007,ＳＵＧＡデンタルラボラトリー,39.2544874,141.7987496,岩手県釜石市甲子町9-132-5,
岩手県-釜石保健所,岩手県-釜石-0008,(有)高橋デンタルサービス 休止中,39.2740082,141.8809219,岩手県釜石市大町4-25,
