管轄,管理番号,名称,緯度,経度,所在地,電話番号
八戸市保健所,23,雫石デンタル・ラボラトリー,40.5224377,141.4873099,青森県八戸市城下三丁目１４番２５号,
八戸市保健所,24,鈴木歯科技研,40.516951,141.5519367,青森県八戸市大字大久保字袖ﾉ沢１２－４,
八戸市保健所,25,高橋デンタルアート,40.5159442,141.4830264,青森県八戸市売市字鴨ヶ池３５－５夏堀荘Ａ６号,
八戸市保健所,26,田沢デンタルスタジオ,40.5137164,141.5314887,青森県八戸市大字湊町字油久保１７―１５　,
八戸市保健所,27,種市歯科技研,40.5122814,141.5081308,青森県八戸市青葉二丁目３－１１,
八戸市保健所,28,Ｄ．Ｌ．Ｍ．Ｏ,40.5158469,141.5024311,青森県八戸市柏崎四丁目１６－１４,
八戸市保健所,29,株式会社デベロップデント,40.5397539,141.4775639,青森県八戸市下長五丁目７－５,
八戸市保健所,30,デンタル・ラボ・フィット,40.5250607,141.4790364,青森県八戸市石堂三丁目８番４号,
八戸市保健所,31,デンタルラボ村上,40.5213434,141.4674103,青森県八戸市長苗代一丁目９－５,
八戸市保健所,32,デンタルラボ齋藤,40.5052283,141.5236786,青森県八戸市大字新井田字寺沢１－５,
八戸市保健所,33,デンタルラボユイ,40.4950627,141.4508743,青森県八戸市大字田面木字山道下タ３５－８,
八戸市保健所,34,（有）中屋敷歯科技工所,40.4895855,141.5227707,青森県八戸市大字新井田字古戸沢６－１０,
八戸市保健所,35,成田デンタルラボ,40.540041,141.4863072,青森県八戸市八太郎３丁目１－１０ ｺｰﾎﾟﾗｽﾜﾀﾅﾍﾞE,
八戸市保健所,36,根市デンタル技工,40.5227684,141.5535926,青森県八戸市大字白銀町字雷２６－６,
八戸市保健所,37,野田歯科技工所,40.4931743,141.540901,青森県八戸市大字新井田字市子巻目１２－２,
八戸市保健所,38,有限会社八戸デンタルサービス社,40.5166042,141.5058097,青森県八戸市柏崎５丁目７－１２,
八戸市保健所,39,英歯科技工所,40.4975918,141.5388968,青森県八戸市旭ヶ丘４丁目１－６８,
八戸市保健所,40,ファンクショナルアーツ,40.531047,141.4751458,青森県八戸市石堂一丁目２７番１５号,
八戸市保健所,41,補綴工房乙部,40.5299877,141.469741,青森県八戸市下長一丁目１４－１７,
八戸市保健所,42,森谷歯科技工所,40.5425698,141.4596127,青森県八戸市河原木字見立山８－１１６,
八戸市保健所,43,Ｕ,40.5116914,141.5515505,青森県八戸市大久保字鷹待場１－２,
八戸市保健所,44,ＵＲデンタルラボ,40.50975589999999,141.4759475,青森県八戸市売市二丁目５－１１,
八戸市保健所,45,ラボラトリー・Ｊテック,40.4999237,141.500853,青森県八戸市吹上２丁目１９－１３武藤貸屋Ｂ,
八戸市保健所,46,ワイ・エヌ・ファクトリー,40.4978556,141.4847153,青森県八戸市長者４丁目６－３０,
八戸市保健所,47,Ａｚ－Ｌａｂ．,40.5324466,141.558434,青森県八戸市大字鮫町字下手代森６番地７,
八戸市保健所,48,有限会社箱石歯科技工所,40.529849,141.4800935,青森県八戸市石堂一丁目１５番１４号,
八戸市保健所,49,Ｌａｂｏ　Ｙ’ｓ　ラボ　ワイズ,40.4119514,141.4373472,青森県八戸市南郷大字市野沢字馬場瀬３４番地２０,
八戸市保健所,50,堀部歯科補綴研究所,40.5016431,141.4733703,青森県八戸市根城二丁目２９番１５号,
八戸市保健所,51,対馬デンタルプランニング,40.50485949999999,141.4589288,青森県八戸市大字根城字西ノ沢３７－１７,
八戸市保健所,52,株式会社ａｔデンタルラボ,40.5222105,141.4773697,青森県八戸市長苗代三丁目２番８号,
八戸市保健所,53,岩城歯科技工所,40.4927763,141.5331426,青森県八戸市大字新井田字長宝野１２番地７８,
八戸市保健所,54,歯科技工所ＤＤＬ,40.5163782,141.4911519,青森県八戸市城下一丁目１５番２８号,
八戸市保健所,55,有限会社東北デンタルプランニング,40.5348863,141.4771056,青森県八戸市下長四丁目５番１９号,
八戸市保健所,56,野坂歯科技工所,40.5022889,141.6117587,青森県八戸市大字鮫町字熊野林８番地９,
