管轄,管理番号,名称,緯度,経度,所在地,電話番号
石巻保健所,宮城県－石巻－００１７,デンタル・ラボ　ヨーテック,38.424996,141.3055687,宮城県石巻市日和が丘1-13-24,
石巻保健所,宮城県－石巻－００１８,ラボテック,38.4242129,141.3034095,宮城県石巻市日和が丘3-3-47,
石巻保健所,宮城県－石巻－００１９,菊地歯館,38.4742577,141.2228683,宮城県石巻市広渕字柏木前88-6,
石巻保健所,宮城県－石巻－００２０,Ｙ．Ｓデンタルラボ,38.4731555,141.2080636,宮城県石巻市広渕字町北117-3,
石巻保健所,宮城県－石巻－００２１,CERTAIN DENTAL LABO,38.4372091,141.2645194,宮城県石巻市蛇田字新西前沼143さくらんぼ歯科クリニック内,
石巻保健所,宮城県－石巻－００２３,（有）協和精密歯研,38.4388919,141.2680754,宮城県石巻市蛇田新東前沼255－1,
石巻保健所,宮城県－石巻－００２４,岩渕技工所,38.4424968,141.2781376,宮城県石巻市蛇田中啐埣43-2,
石巻保健所,宮城県－石巻－００２５,ユニデンタル,38.4583862,141.3108397,宮城県石巻市南境字水貫前11-6,
石巻保健所,宮城県－石巻－００２６,デンタルラボNATURA（ナチューラ）,38.5652435,141.2686526,宮城県石巻市桃生町城内字東嶺206-1,
石巻保健所,宮城県－石巻－００２７,小泉歯科技工所,38.575448,141.2510817,宮城県石巻市桃生町寺崎字松木畑57,
石巻保健所,宮城県－石巻－００２８,（株）鈴木デンタルラボラトリー,38.4552798,141.2804489,宮城県石巻市わかば3-3-4,
石巻保健所,宮城県－石巻－００２９,有限会社阿部義歯研究所,38.4329574,141.2455154,宮城県東松島市赤井字新川前2-5,
石巻保健所,宮城県－石巻－００３０,村松歯科医院技工室,38.4178819,141.2094041,宮城県東松島市矢本字新沼１,
石巻保健所,宮城県－石巻－００３１,デンチャーラボ　テイク・ワン,38.4194057,141.1974329,宮城県東松島市矢本字二反走334-9,
石巻保健所,宮城県－石巻－００３２,デンタルラボ・オリイ,38.7043615,141.2132157,宮城県登米市中田町石森字加賀野一丁目７番地の３,
石巻保健所,宮城県－石巻－００３４,サトウデンタルラボ（有）,38.6838946,141.1877297,宮城県登米市迫町佐沼字江合１－７－３,
石巻保健所,宮城県－石巻－００３６,まるらぼ,38.65031150000001,141.2815611,宮城県登米市登米町寺池金谷３２－３,
石巻保健所,宮城県－石巻－００３７,オイカワデンタルラボ,38.7429719,141.2565072,宮城県登米市中田町上沼字長根６０,
石巻保健所,宮城県－石巻－００３８,渡辺歯研,38.5859983,141.250554,宮城県登米市豊里町小口前５４,
石巻保健所,宮城県－石巻－００３９,Ｄ・ＳＭＩＬＥ,38.6142496,141.1809436,宮城県登米市米山町中津山字筒場内２５－３２,
大崎保健所,宮城県－大崎－０００１,佐藤歯科技工所,38.5413192,141.1369446,宮城県遠田郡涌谷町涌谷字築道西４－３,
大崎保健所,宮城県－大崎－０００２,㈱日本デンタリューム,38.577453,140.8264883,宮城県加美郡加美町字下野目下久保南４－３,
大崎保健所,宮城県－大崎－０００４,ユーワデンタル,38.5924312,140.9609071,宮城県大崎市古川福浦字道の上122-40,
大崎保健所,宮城県－大崎－０００５,野村技工所,38.5751303,140.9545596,宮城県大崎市古川西館一丁目２－８,
大崎保健所,宮城県－大崎－０００７,イーエス・テック,38.6492189,140.8770943,宮城県大崎市岩出山字東川原町８－１３,
大崎保健所,宮城県－大崎－０００８,協栄歯研,38.53565340000001,141.0060493,宮城県大崎市古川下中目字経壇２１５,
大崎保健所,宮城県－大崎－０００９,㈲テクノ・キャスト,38.5534191,140.9508701,宮城県大崎市古川稲葉字前田３－１０,
大崎保健所,宮城県－大崎－００１０,サトウ技研,38.5997011,140.9791988,宮城県大崎市古川休塚字童子川９６－６,
大崎保健所,宮城県－大崎－００１１,佐々木歯研,38.6104092,141.0562398,宮城県大崎市田尻沼部字真富岡７７－２,
大崎保健所,宮城県－大崎－００１２,沢辺歯研,38.577739,140.9754368,宮城県大崎市古川福沼３丁目１５－７,
大崎保健所,宮城県－大崎－００１３,エス・エス・デンタルワーク,38.5708294,140.9530527,宮城県大崎市古川南町４丁目1-17-1,
大崎保健所,宮城県－大崎－００１５,ラボテック　サワグチ,38.5876473,140.9542249,宮城県大崎市古川大宮三丁目５－１１,
大崎保健所,宮城県－大崎－００１６,オリオンデンタルラボ,38.6027182,140.9288207,宮城県大崎市古川新田字大西１０９－１,
大崎保健所,宮城県－大崎－００１７,ホソヤ・デンタル・スタジオ,38.5579478,140.8839899,宮城県加美郡加美町四日市場字田尻１２,
大崎保健所,宮城県－大崎－００１８,Labo synthetic,38.64736550000001,140.8765014,宮城県大崎市岩出山東川原町１８－５,
大崎保健所,宮城県－大崎－００１９,K`Sデンタルファクトリー,38.5756837,140.9504797,宮城県大崎市古川城西一丁目２番７－２号,
大崎保健所,宮城県－大崎－００２０,グレースデンタルラボラトリー,38.5625716,140.9367384,宮城県大崎市古川米倉字上屋敷１９７,
大崎保健所,宮城県－大崎－００２１,アベ工房,38.5556287,140.9492218,宮城県大崎市古川稲葉字鴻ノ巣１９８－６,
大崎保健所,宮城県－大崎－００２２,デンタルワークス　テルイ,38.47823899999999,141.1034571,宮城県大崎市鹿島台木間塚字念仏山23-1,
大崎保健所,宮城県－大崎－００２３,有限会社トラストメディカル,38.7366737,140.7462922,宮城県大崎市鳴子温泉字馬場７３－1,
大崎保健所,宮城県－大崎－００２４,クドウデンタルラボラトリー,38.5147026,141.0711847,宮城県大崎市松山金谷字向田52-28,
大崎保健所,宮城県－大崎－００２５,Knowledge Work,38.5118994,141.0643655,宮城県大崎市松山金谷字中田290番地,
大崎保健所,宮城県－大崎－００２６,デンタルラボ近藤,38.7489076,141.0591718,宮城県栗原市志波姫新沼崎８２－６,
大崎保健所,宮城県－大崎－００２７,ソネ・デンタルラボラトリー,38.7733386,141.1249776,宮城県栗原市若柳字川南上堤１４－１,
大崎保健所,宮城県－大崎－００２８,デンタルキャスト・タカ,38.7982245,141.0607753,宮城県栗原市金成沢辺字神林１２１,
大崎保健所,宮城県－大崎－００２９,DENTAL　CUBIC,38.6572926,141.0651074,宮城県栗原市瀬峰長者原４５－７,
大崎保健所,宮城県－大崎－００３０,有限会社オフィスケイ,38.731936,141.0258852,宮城県栗原市築館伊豆1丁目３－２０,
大崎保健所,宮城県－大崎－００３１,みちのくデンタルラボ,38.5739879,140.9374605,宮城県加美郡加美町宮崎字屋敷５－２１－３,
塩釜保健所,宮城県－塩釜－０００１,目黒デンタルラボトリー,38.3261391,141.0057481,宮城県塩竈市清水沢２－７－９,
塩釜保健所,宮城県－塩釜－０００２,イズミ・デンタルアート  ,38.3203241,141.0213377,宮城県塩竈市北浜１－３－５,
塩釜保健所,宮城県－塩釜－０００５,佐々木歯科技工室,38.3302475,141.0148198,宮城県塩竈市字長沢３２－６,
塩釜保健所,宮城県－塩釜－０００７,十大技研株式会社,38.3258805,141.0328669,宮城県塩竈市藤倉３－８－３０,
塩釜保健所,宮城県－塩釜－０００８,鈴木デンタル・ラボ・ラトリー,38.3303957,141.0423991,宮城県塩竈市新浜町２－５ー９,
塩釜保健所,宮城県－塩釜－０００９,デンタルラボ松陽台,38.3306931,141.0269124,宮城県塩竈市松陽台１－１１－１,
塩釜保健所,宮城県－塩釜－００１０,ふじいラボ,38.3231117,141.0137032,宮城県塩竈市長沢町４－１５,
塩釜保健所,宮城県－塩釜－００１１,トリアートデンタル,38.3256842,141.0033281,宮城県塩竈市後楽町２－７,
塩釜保健所,宮城県－塩釜－００１２,ナリモト・デンタル・ラボ,38.3301175,141.0020439,宮城県塩竈市後楽町２１－１７,
塩釜保健所,宮城県－塩釜－００１３,KＭデンタル,38.3258367,141.0205429,宮城県塩竈市梅の宮２８－１０,
塩釜保健所,宮城県－塩釜－００１４,デンタルアートスタジオ,38.3333114,141.0059325,宮城県塩竈市清水沢３－３３－２６,
塩釜保健所,宮城県－塩釜－００１５,ＴＳフィットデンチャーラボトリー,38.3052093,141.0121149,宮城県塩竈市南錦町８－６３,
塩釜保健所,宮城県－塩釜－００１６,デンタル・ラボ正光園,38.3092274,141.0060594,宮城県塩竈市玉川２－６－９,
塩釜保健所,宮城県－塩釜－００１７,Ｄｅｎｔａｌ－Ｌａｂｏ　ＥＸＡＣＴ,38.3095937,141.0107209,宮城県塩竈市東玉川町８－８,
塩釜保健所,宮城県－塩釜－００１８,仙台セラミック,38.3094813,140.99724,宮城県塩竈市母子沢町6-2,
塩釜保健所,宮城県－塩釜－００１９,アルト,38.3097193,141.0048632,宮城県塩釜市玉川１－９－８９伊藤コーポ,
塩釜保健所,宮城県－塩釜－００２０,（有）藤デンタルサービス,38.3042302,141.0124487,宮城県多賀城市伝上山４－８－２０,
塩釜保健所,宮城県－塩釜－００２２,デンタル　ラボ　シーグリーン,38.3006991,140.9990129,宮城県多賀城市高崎１ー１３－１４,
塩釜保健所,宮城県－塩釜－００２３,長谷川歯科技工所,38.298128,141.0302902,宮城県多賀城市笠神３－１２－２２,
塩釜保健所,宮城県－塩釜－００２４,デンタルオフィス佐藤,38.2881311,140.9727168,宮城県多賀城市高橋１丁目２－１８,
塩釜保健所,宮城県－塩釜－００２５,デンチャースタジオ・アルハ,38.2916069,141.0090523,宮城県多賀城市八幡3丁目4-38 ﾋﾟﾚｼﾞﾃﾞﾝｽ滝口Ⅰ113,
塩釜保健所,宮城県－塩釜－００２６,NEO歯いぱー,38.2951188,140.9995814,宮城県多賀城市高崎三丁目26-30,
塩釜保健所,宮城県－塩釜－００２７,K・デンタルラボ,38.2937892,141.0065559,宮城県多賀城市中央２－１３－１１,
塩釜保健所,宮城県－塩釜－００２９,株式会社宝重デンタル・ラボラトリー,38.3127696,141.0517997,宮城県宮城郡七ヶ浜町東宮浜字鶴ヶ湊22-1,
塩釜保健所,宮城県－塩釜－００３０,石谷歯科技工所,38.3514297,140.96175,宮城県宮城郡利府町しらかし台３－３－１,
塩釜保健所,宮城県－塩釜－００３１,デンタルラボ押切,38.3317557,140.9819899,宮城県宮城郡利府町利府字大町５０,
塩釜保健所,宮城県－塩釜－００３３,エヌ・エス・デンタル,38.3262614,140.997221,宮城県宮城郡利府町加瀬字郷楽３４－６,
塩釜保健所,宮城県－塩釜－００３４,青山デンタル・ラボ,38.3414247,140.9695188,宮城県宮城郡利府町青山２－２１－２,
塩釜保健所,宮城県－塩釜－００３５,（有）デントコスモ,38.34667049999999,140.9711919,宮城県宮城郡利府町青山３－１４－１,
塩釜保健所,宮城県－塩釜－００３７,デンタルクリエーション,38.329621,140.9505795,宮城県宮城郡利府町菅谷台２－２２ー３,
塩釜保健所,宮城県－塩釜－００３８,伊藤歯科技工所,38.32433899999999,141.0031599,宮城県宮城郡利府町加瀬字野中沢124-12,
塩釜保健所,宮城県－塩釜－００３９,ファインデンタル雨宮,38.2007885,140.824358,宮城県名取市ゆりが丘５－１５－３,
塩釜保健所,宮城県－塩釜－００４０,平栗デンタルサービス,38.2078962,140.8060812,宮城県名取市相互台４－２２－８,
塩釜保健所,宮城県－塩釜－００４１,Kon DENTAL  LABORATORY,38.1991535,140.8402157,宮城県名取市みどり台３－９－１,
塩釜保健所,宮城県－塩釜－００４２,デンタルラボラトリーデヴェロップメント,38.1794798,140.8871271,宮城県名取市増田７丁目３－２３マイタウン名取A-３,
塩釜保健所,宮城県－塩釜－００４４,dental labo A.D.L.,38.2115367,140.8179948,宮城県名取市相互台東2-11-8,
塩釜保健所,宮城県－塩釜－００４５,アトリエ　技,38.2148262,140.8176162,宮城県名取市高館熊野堂字余方上東１－３,
塩釜保健所,宮城県－塩釜－００４６,ＳＴデンタルラボラトリー,38.167231,140.8962719,宮城県名取市杜せきのした1-8-29 ｽﾜﾛｳﾃｲﾙ101,
塩釜保健所,宮城県－塩釜－００４７,ＳＡＶＯＩＲ　ＦＡＩＲＥ,38.1722364,140.8821237,宮城県名取市手倉田字八幡604 Ｄクラディア名取駅前301,
塩釜保健所,宮城県－塩釜－００４８,デンタルラボＮａｔｓｕｍｅ,38.1159454,140.8462629,宮城県岩沼市竹の里１－３－９,
塩釜保健所,宮城県－塩釜－００４９,アートデンチャーサービス,38.03688390000001,140.8665996,宮城県亘理郡亘理町下茨田１１８－８,
塩釜保健所,宮城県－塩釜－００５０,仙台デンタルサービス,38.0654423,140.8609062,宮城県亘理郡亘理町逢隈下郡字明神174-1,
塩釜保健所,宮城県－塩釜－００５１,フロム　デンタル　アート,37.993731,140.8907723,宮城県亘理郡山元町山寺字西牛橋35-205,
塩釜保健所,宮城県－塩釜－００５２,共栄歯研,37.9210409,140.8941227,宮城県亘理郡山元町坂元字舘下６９－９,
塩釜保健所,宮城県－塩釜－００５３,Ｉ・Ｄ・Ｓ(ｲｹﾀﾞ･ﾃﾞﾝﾁｬｰ･ｻﾌﾟﾗｲ),38.383256,140.8638926,宮城県黒川郡大和町もみじヶ丘３－２８－４,
塩釜保健所,宮城県－塩釜－００５５,村松歯科技工所,38.4240236,141.003635,宮城県黒川郡大郷町粕川字西長崎１８－１,
塩釜保健所,宮城県－塩釜－００５６,鈴木技工所,38.4648803,141.01132,宮城県黒川郡大郷町大松沢字下町宅地５２,
塩釜保健所,宮城県－塩釜－００５７,マイティ・デンタルラボラトリー,38.375035,140.8768174,宮城県富谷市あけの平３－５－１０,
塩釜保健所,宮城県－塩釜－００５８,コスモテックス,38.3773174,140.8752998,宮城県富谷市あけの平２－３３－２５,
塩釜保健所,宮城県－塩釜－００５９,アーム・クラフト・デザインハウス,38.363331,140.9032979,宮城県富谷市成田６－２３－８,
塩釜保健所,宮城県－塩釜－００６０,デンタルアジャスト,38.3984991,140.8927805,宮城県富谷市富谷字清水仲１０７－５,
塩釜保健所,宮城県－塩釜－００６１,二瓶デンチャーワークス,38.4040421,140.8935511,宮城県富谷市富谷字西沢１１５－２２,
塩釜保健所,宮城県－塩釜－００６２,株式会社ワールドラボ,38.3612457,140.878932,宮城県富谷市上桜木１－４６－２,
塩釜保健所,宮城県－塩釜－００６３,デンタルアトリエ棚木,38.3383931,140.904444,宮城県富谷市東向陽台２－１０－１９,
塩釜保健所,宮城県－塩釜－００６４,デンタルラボワコウ,38.3791556,140.8783614,宮城県富谷市あけの平２－１５－１０,
塩釜保健所,宮城県－塩釜－００６５,ラボックス,38.3665845,140.8959791,宮城県富谷市成田３丁目20-12,
塩釜保健所,宮城県－塩釜－００６６,ラボテックオフィスDO,38.3426805,140.8950785,宮城県富谷市東向陽台３丁目10-22,
塩釜保健所,宮城県－塩釜－００６７,OKデンタルラボ,38.3572841,140.8947868,宮城県富谷市成田８丁目3-17,
塩釜保健所,宮城県－塩釜－００６８,ラボックスＣＡＤ,38.3665845,140.8959791,宮城県富谷市成田３丁目20-12,
塩釜保健所,宮城県－塩釜－００６９,テクノウィン,38.50376809999999,140.8899386,宮城県黒川郡大衡村駒場字彦右衛門橋3-27,
仙南保健所,宮城県－仙南－０００２,デンタル・ラボ・エンドー,37.9784813,140.773681,宮城県角田市角田字泉町１０９,
仙南保健所,宮城県－仙南－０００４,さいとう歯科技研,37.9704823,140.7870723,宮城県角田市角田字中島上９７－５,
仙南保健所,宮城県－仙南－０００５,仙南歯科工房,38.1209503,140.5812059,宮城県刈田郡蔵王町遠刈田温泉字開発13-34,
仙南保健所,宮城県－仙南－０００７,ヤンベ・デンタル・ラボラトリー,38.126787,140.6823567,宮城県刈田郡蔵王町大字平沢字内屋敷21-8,
仙南保健所,宮城県－仙南－０００８,安藤デンタルスタジオ,38.0378583,140.7424443,宮城県柴田郡大河原町大字鷺沼入２３－２１,
仙南保健所,宮城県－仙南－０００９,オガタパンデント,38.0453779,140.7222784,宮城県柴田郡大河原町金ヶ瀬字丑越９－３２,
仙南保健所,宮城県－仙南－００１０,サクラ歯科技工所,38.0019788,140.6483872,宮城県白石市郡山字虎子沢山２－３,
仙南保健所,宮城県－仙南－００１１,宮城歯科技研,38.0087935,140.6305921,宮城県白石市字東大畑９５－２,
仙南保健所,宮城県－仙南－００１２,仙南デンタルラボラトリー,37.9945596,140.6218875,宮城県白石市田町二丁目１－５－１０,
仙南保健所,宮城県－仙南－００１５,T.D.L（テツヤデンタルラボラトリー）,38.0167364,140.6400678,宮城県白石市郡山字金倉３－８,
仙南保健所,宮城県－仙南－００１６,鈴木義工,38.0702165,140.7627839,宮城県柴田郡柴田町西船迫三丁目１－２３,
