管轄,管理番号,名称,緯度,経度,所在地,電話番号
置賜保健所,山形県-置賜保健所-015,テラジマデンタルウエア,37.9947712,140.1520044,山形県高畠町大字福沢488-14,0238-57-2869
置賜保健所,山形県-置賜保健所-016,松本デンタルラボ中央分室,37.9182072,140.1095665,山形県米沢市中央4-1-58,
置賜保健所,山形県-置賜保健所-017,デンタルラボオリーブ,38.0037324,140.0472287,山形県東置賜郡川西町上小松1735-17,0238-42-3829
置賜保健所,山形県-置賜保健所-018,ウヅキフィットデンチャー,37.9042789,140.1031257,山形県米沢市城南3丁目2-21,0238-21-6346
置賜保健所,山形県-置賜保健所-019,菅野技工室,37.9963238,140.1860567,山形県高畠町泉岡145,0238-52-1243
置賜保健所,山形県-置賜保健所-020,株式会社デンタルラボ・ノリ,37.92029610000001,140.1147624,山形県米沢市金池３－２－１４,0238-40-1322
置賜保健所,山形県-置賜保健所-021,仁平デンタルラボ,37.9236645,140.1066914,山形県米沢市春日2-13-16,0238-22-5063
置賜保健所,山形県-置賜保健所-022,松本デンタルラボ,37.8928622,140.1278117,山形県米沢市通町１-1-１６－２４,0238-24-5234
置賜保健所,山形県-置賜保健所-023,鈴木デンタル･ラボ,38.0425206,140.1701577,山形県南陽市椚塚1677－10,0238-43-4400
置賜保健所,山形県-置賜保健所-024,HYデンタルラボラトリー,38.0495689,140.1408134,山形県南陽市萩生田１３３４－４,0238-40-0643
置賜保健所,山形県-置賜保健所-025,デンタルモティベート合同会社,38.0953601,140.0334889,山形県長井市台町６－１１,
置賜保健所,山形県-置賜保健所-026,デンタルラボ･フレンド,37.8915079,140.1138672,山形県米沢市太田町4-1-128-9,0238-38-5620
置賜保健所,山形県-置賜保健所-027,デンタルモティベート合同会社あやめ支店,38.10635260000001,140.0262571,山形県長井市中道1-8-19,
置賜保健所,山形県-置賜保健所-028,サクライ･デンタル･ハーモニー,38.0470115,140.1513924,山形県南陽市郡山1079-1,090-1498-8878
置賜保健所,山形県-置賜保健所-029,横山歯科技工所,38.1122558,140.0305164,山形県長井市幸町5-10,0238-84-1668
置賜保健所,山形県-置賜保健所-030,ゴトーデンタルテクノロジー,37.8891173,140.1156895,山形県米沢市太田町5-1530-37,0238-38-2980
庄内保健所,山形県-庄内保健所-001,アモウ.デンタル.リファイナリー,38.7725396,139.7720386,山形県鶴岡市下川字堰下297,0235-33-0193
庄内保健所,山形県-庄内保健所-002,医療法人社団敬愛会歯科技工研究所,38.7281283,139.8313649,山形県鶴岡市本町1-5-25,0235-24-8111
庄内保健所,山形県-庄内保健所-003,オーソカンパニー,38.7244721,139.8059883,山形県鶴岡市大西町42－36,0235-25-6456
庄内保健所,山形県-庄内保健所-004,大山歯科技工所,38.760656,139.7658332,山形県鶴岡市馬町字駒繋103-2,0235-33-3844
庄内保健所,山形県-庄内保健所-005,金子歯科技工室,38.7410096,139.8253817,山形県鶴岡市日和田町8-59-13,0235-25-9292
庄内保健所,山形県-庄内保健所-006,齋藤歯科技工所,38.7220762,139.8458002,山形県鶴岡市東原町10-41-2,0235-24-0352
庄内保健所,山形県-庄内保健所-007,シュアー・デンタル,38.7268747,139.8171943,山形県鶴岡市新海町26-31,0235-22-9779
庄内保健所,山形県-庄内保健所-008,菅原歯科技工所,38.7293133,139.8012818,山形県鶴岡市道田町10-1,0235-25-2248
庄内保健所,山形県-庄内保健所-009,にこラボ,38.7179718,139.8223598,山形県鶴岡市双葉町8－23,
庄内保健所,山形県-庄内保健所-010,ビー・ウッドデンタルラボ,38.7327548,139.8080485,山形県鶴岡市みどり町20-32,0235-64-8783
庄内保健所,山形県-庄内保健所-011,本間歯科技研,38.7119708,139.8348063,山形県鶴岡市城南町11-27,0235-23-2243
庄内保健所,山形県-庄内保健所-012,松井デンタルラボ,38.7245063,139.8405369,山形県鶴岡市大東町11-33,0235-24-8136
庄内保健所,山形県-庄内保健所-013,松田デンタルラボ,38.7394333,139.8188897,山形県鶴岡市城北町16-11,0235-24-5456
庄内保健所,山形県-庄内保健所-014,三ツ井デンタル,38.7489318,139.7665187,山形県鶴岡市大山2-19-41,0235-33-3212
庄内保健所,山形県-庄内保健所-015,神林デンタル・ラボラトリー,38.72487,139.8669547,山形県鶴岡市羽黒町三ツ橋字道下97,0235-62-3128
庄内保健所,山形県-庄内保健所-016,佐藤デンタル・ラボ,38.679151,139.8357559,山形県鶴岡市丸岡字町の内301-20,0235-57-2948
庄内保健所,山形県-庄内保健所-017,デンタルアートスズキ,38.67805389999999,139.8349095,山形県鶴岡市丸岡字町の内296-20,0235-57-4651
庄内保健所,山形県-庄内保健所-018,ＳＳ．デンタルラボ,38.5571163,139.5472077,山形県鶴岡市鼠ケ関乙205-2,0235-44-3189
庄内保健所,山形県-庄内保健所-019,有限会社ウィルデンタルラボ,38.774392,139.853852,山形県東田川郡三川町大字横山字大正4-1,0235-33-8680
庄内保健所,山形県-庄内保健所-020,Bio　Pro　Shonai,38.7372018,139.8159669,山形県鶴岡市東新斎町11-61,0235-25-4707
庄内保健所,山形県-庄内保健所-021,株式会社阿部デンタルラボ,38.880045,139.8006475,山形県酒田市十里塚字村東山北1-24,0234-31-0108
庄内保健所,山形県-庄内保健所-022,オーラルデザインラボ,38.9122572,139.847985,山形県酒田市若浜町13-2,
庄内保健所,山形県-庄内保健所-023,酒田デンタルスタジオ,38.914063,139.8471259,山形県酒田市東栄町5-18,0234-23-7471
庄内保健所,山形県-庄内保健所-024,佐藤金属床ラボ,38.9034474,139.8147888,山形県酒田市若宮町1-2-12,0234-31-1326
庄内保健所,山形県-庄内保健所-025,鈴木歯科技工所,38.9121309,139.8542651,山形県酒田市緑町8-13,0234-26-1168
庄内保健所,山形県-庄内保健所-026,ホワイトデンタルラボ,38.9335625,139.8538109,山形県酒田市東泉町6-1-13,0234-22-7977
庄内保健所,山形県-庄内保健所-027,ラボ１４９６(イシグロ),38.9221318,139.8590133,山形県酒田市富士見町1-2-13,0234-23-1496
庄内保健所,山形県-庄内保健所-028,サトー技工室,38.7887732,139.9949668,山形県庄内町狩川字中川原田19,0234-56-3765
庄内保健所,山形県-庄内保健所-029,ＷＡＫＯデンタルラボラトリー,38.8498834,139.9014994,山形県庄内町余目字猿田4-12,0234-43-2576
庄内保健所,山形県-庄内保健所-030,Ａデンテック,38.9637318,139.9337189,山形県酒田市市条字村ノ前6-2,0234-64-3438
庄内保健所,山形県-庄内保健所-031,後藤歯科技工所,38.8594921,139.9557603,山形県酒田市字新町16,0234-62-2338
庄内保健所,山形県-庄内保健所-032,デンタルラボタケダ,38.8425699,139.8865121,山形県庄内町余目字長畑29,0234-43-3062
庄内保健所,山形県-庄内保健所-033,デンタルラボ小倉,38.9118228,139.8437867,山形県酒田市東中の口町1-20,0234-26-2749
庄内保健所,山形県-庄内保健所-034,ユザラボ,39.0104052,139.9046981,山形県遊佐町遊佐字新ラ田5-14,
