管轄,管理番号,名称,緯度,経度,所在地,電話番号
青森県-弘前保健所,25,森歯科技工所,40.6512775,140.595901,青森県黒石市ぐみの木３－７,
青森県-弘前保健所,26,ヤマデンタルラボラトリー,40.6470212,140.5961819,青森県黒石市株梗木横丁１９－２,
青森県-弘前保健所,27,吉野歯科技研,40.6435361,140.5889971,青森県黒石市後大工町５,
青森県-弘前保健所,28,デンタルラボ龍,40.6527504,140.5941971,青森県黒石市作場町９２－８,
青森県-弘前保健所,29,佐藤歯科補綴研究所,40.6446846,140.5895049,青森県黒石市元町１１６－２,
青森県-弘前保健所,30,敏・デンタルラボ,40.6715791,140.54214,青森県藤崎町大字常盤字二西田４０－４１,
青森県-弘前保健所,31,谷澤歯科補綴研究所,40.6139428,140.5771323,青森県平川市中佐渡南田６－１,
青森県-弘前保健所,32,デンタルアート・ナカジーグルーヴ,40.5673143,140.5446941,青森県平川市大坊前田９－５,
青森県-弘前保健所,33,クドウデンタルラボ,40.642226,140.5649531,青森県田舎館村大字垂柳石森２９－２,
青森県-弘前保健所,34,小野歯科技工所,40.6977894,140.4596433,青森県板柳町大字福野田字実田５３－２５,
青森県-弘前保健所,35,工藤歯科技研,40.6882589,140.4774436,青森県板柳町大字横沢字西里見８５－２,
青森県-弘前保健所,36,フレックス．デンタル．スタジオ,40.7297955,140.4757822,青森県板柳町大字狐森字蓮沼８－１,
青森県-三戸地方保健所,1,沙棗花Dental Craft 株式会社,40.5438285,141.3298713,青森県五戸町蛯川村８２－１,
青森県-三戸地方保健所,2,ラボ・フレンド,40.5213042,141.3115539,青森県五戸町正場沢長根８－５,
青森県-三戸地方保健所,3,F.C Dental Labo,40.5241509,141.3056467,青森県五戸町下モ沢向１３－８４,
青森県-三戸地方保健所,4,ミムラ歯科技工所,40.6039923,141.4410941,青森県おいらせ町沼端１２－３,
青森県-三戸地方保健所,5,川口デンタルラボ,40.595,141.4314665,青森県おいらせ町下明堂２６－３,
青森県-三戸地方保健所,6,ＳＤ歯科工房,40.4627639,141.6151637,青森県階上町道仏字横沢山１－３５６,
青森県-三戸地方保健所,7,朝日技研,40.3461017,141.1395908,青森県田子町田子字野々上２９－３,
青森県-五所川原保健所,1,アイデアデンタル,40.8138531,140.460066,青森県五所川原市大字漆川字清水流２５－１１,
青森県-五所川原保健所,2,学歯舎,40.8045529,140.4597589,青森県五所川原市松島町八丁目３,
青森県-五所川原保健所,3,木村歯科技工所,40.8172996,140.4496554,青森県五所川原市字下平井町１４２,
青森県-五所川原保健所,4,Ｋｕｄｏｈ　Ｄ．Ｒ．Ｔ,40.8004599,140.4434167,青森県五所川原市字一ッ谷５２２－１４,
青森県-五所川原保健所,5,デンタル工房ＬＵＣＥＮＴ,40.8830837,140.4674534,青森県五所川原市金木町嘉瀬端山崎２０－９,
青森県-五所川原保健所,6,トマトデンタル,40.825765,140.4528213,青森県五所川原市大字太刀打字常盤６１－１５,
青森県-五所川原保健所,7,ＤＳ　ＬＡＢＯ,40.82084709999999,140.4439351,青森県五所川原市大町９,
青森県-五所川原保健所,8,菊谷歯科技工所,40.8045225,140.3925463,青森県つがる市木造増田４２－１,
青森県-五所川原保健所,9,デンタルラボラトリーオッコ,40.8120489,140.3930932,青森県つがる市木造赤根１３－７７,
青森県-五所川原保健所,10,佐々木デンタル・ラボ,40.7700139,140.2168686,青森県鰺ヶ沢町大字舞戸町字東阿部野１１１－１１,
青森県-五所川原保健所,11,有限会社エス・エスデンタルデザイン,40.7596107,140.4370588,青森県鶴田町大字鶴田字中泉４２,
青森県-上十三保健所,1,イソヤ歯科技研,40.600054,141.223033,青森県十和田市西六番町2-8,
青森県-上十三保健所,2,上田歯科技工所,40.6106539,141.1966548,青森県十和田市西二十二番町14-9,
青森県-上十三保健所,3,有限会社上道歯科技研,40.6253343,141.2114765,青森県十和田市元町東二丁目8-18,
青森県-上十三保健所,4,佐藤歯科技研,40.6253596,141.2015781,青森県十和田市元町西三丁目10-36,
青森県-上十三保健所,5,デンタルラボ・ミウラ,40.6328754,141.2087148,青森県十和田市大字三本木字北平147-866,
青森県-上十三保健所,6,やまいし技研,40.6108986,141.2176741,青森県十和田市稲生町24-26,
青森県-上十三保健所,7,キャスティングデザインヤマナカ,40.5956771,141.2094332,青森県十和田市三本木西小稲208-10,
青森県-上十三保健所,8,たかだ歯科技研,40.6468265,141.1963881,青森県十和田市洞内字後野328-4,
青森県-上十三保健所,9,コラボデンタル,40.6037149,141.2259111,青森県十和田市東六番町4-5,
青森県-上十三保健所,10,小原技工所,40.595594,141.233322,青森県十和田市大字相坂字小林１１５－３　藤坂歯科診療所内,
青森県-上十三保健所,11,久保技研,40.6711094,141.3540146,青森県三沢市古間木山68-1,
青森県-上十三保健所,12,高橋歯科技工所,40.6678675,141.3560993,青森県三沢市古間木山108-7,
青森県-上十三保健所,13,殿村歯科技工所,40.6905396,141.3747533,青森県三沢市岡三沢１丁目８８号R620,
青森県-上十三保健所,14,有限会社石要技研,40.67059829999999,141.3525868,青森県三沢市本町二丁目81-2,
青森県-上十三保健所,15,三沢デンタル,40.7673684,141.4048705,青森県三沢市六川目四丁目831,
青森県-上十三保健所,16,貝塚歯科技工所,40.6775629,141.3925241,青森県三沢市南山四丁目37-48,
青森県-上十三保健所,17,濱邊デンタル・サービス,40.8721419,141.1408041,青森県野辺地町字中道21-36,
青森県-上十三保健所,18,コラボ,40.8628852,141.1357312,青森県野辺地町字寺ノ沢７８－１１,
青森県-上十三保健所,19,坪補綴所,40.7798807,141.1433259,青森県七戸町字後平126-50,
青森県-上十三保健所,20,デンタルアート斉藤,40.6588511,141.3416645,青森県六戸町小松ヶ丘三丁目77-1639,
青森県-上十三保健所,21,葛西歯科技研,40.633191,141.32065,青森県六戸町大字犬落瀬字下久保1-209,
青森県-上十三保健所,22,株式会社グローバルデンタルラボ,40.7328158,141.2666827,青森県東北町旭北1－31－90,
青森県-上十三保健所,23,おきつデンタルラボ,41.0259171,141.2452628,青森県横浜町字吹越35-9,
青森県-むつ保健所,1,ラボテックデンタル,41.2908237,141.1861994,青森県むつ市中央二丁目20－6,
青森県-むつ保健所,2,Ｔデンタル,41.2806729,141.2000913,青森県むつ市仲町20－21,
青森県-むつ保健所,3,Ａ・Ｆａｃｔｏｒｙ,41.29371640000001,141.2094496,青森県むつ市小川町二丁目5番33号,
青森県-むつ保健所,4,MKデンチャーラボ,41.2878029,141.1816045,青森県むつ市旭町７－８,
青森県-むつ保健所,5,ラボラトリー外﨑,41.2712654,141.2031207,青森県むつ市松原町4-61,
青森県-むつ保健所,6,宮川歯科技工所,41.2971484,141.1590408,青森県むつ市松森町12-9,
青森県-むつ保健所,7,ＤＥＮＴＲＩＣ　ＬＡＢＯ,41.4338304,140.8666252,青森県佐井村大字佐井字古佐井74,
