管轄,管理番号,名称,緯度,経度,所在地,電話番号
仙台市保健所,04-01-1022,ビー・ファクトリー,38.2559638,140.8749127,宮城県仙台市青葉区一番町1-12-7　中川ビル401号,
仙台市保健所,04-01-1023,デンタルファインハート,38.2927457,140.8397597,宮城県仙台市青葉区中山4-17-8,
仙台市保健所,04-01-1024,アルファデント,38.2890138,140.8149752,宮城県仙台市青葉区南吉成4-10-9,
仙台市保健所,04-01-1025,INOMATAデンタルラボ,38.2719132,140.8802088,宮城県仙台市青葉区上杉4-2-12,
仙台市保健所,04-01-1026,デンタル・ラボ・ヌマベ,38.2896654,140.8384392,宮城県仙台市青葉区中山3丁目6-13,
仙台市保健所,04-01-1027,安藤歯科技工所,38.2904231,140.8196961,宮城県仙台市青葉区吉成3-4-20,
仙台市保健所,04-01-1028,デンタルアート,38.2503912,140.7583374,宮城県仙台市青葉区錦ヶ丘5-14-11,
仙台市保健所,04-01-1029,ケイズ　デンタルアトリエ,38.3034346,140.8404674,宮城県仙台市青葉区西勝山40-13,
仙台市保健所,04-01-1030,工房すがわら,38.259994,140.8700561,宮城県仙台市青葉区大町1-1-22　庄子方,
仙台市保健所,04-01-1031,Ｋ．Ｋ　ＤＥＮＴＡＬ,38.301224,140.8733538,宮城県仙台市青葉区双葉ヶ丘1-5-25,
仙台市保健所,04-01-1032,Ｄ－ｆｕｎｃｔｉｏｎ,38.264286,140.8174676,宮城県仙台市青葉区郷六字舘36-7,
仙台市保健所,04-01-1033,仙台歯科工房,38.2681873,140.7929629,宮城県仙台市青葉区栗生4-8-11,
仙台市保健所,04-01-1034,Ａ．Ｄ．Ｌ,38.2601616,140.867992,宮城県仙台市青葉区大町2-6-26　東急ﾄﾞｴﾙｱﾙｽ大町201,
仙台市保健所,04-01-1035,ロッキーデンタルアート,38.293791,140.8722123,宮城県仙台市青葉区鷺ヶ森1-6-17,
仙台市保健所,04-01-1036,ＭＤラボ,38.2711049,140.8863427,宮城県仙台市青葉区小田原6-3-20-202,
仙台市保健所,04-01-1037,デンタルNAO,38.2941,140.8745545,宮城県仙台市青葉区北根1-17-13,
仙台市保健所,04-01-1038,有限会社　東一歯研,38.2714559,140.8862693,宮城県仙台市青葉区小田原6-3-9,
仙台市保健所,04-01-1039,Ｈ．Ｓａｔｏ　Ｄｅｎｔａｌ　Ｌａｂｏ,38.2723501,140.8510968,宮城県仙台市青葉区八幡2-13-6,
仙台市保健所,04-01-1040,堀江技工所,38.2692605,140.8680446,宮城県仙台市青葉区二日町6-13　グリーンコーポ103号,
仙台市保健所,04-01-1041,加藤デンタルラボ,38.3097463,140.7688324,宮城県仙台市青葉区みやぎ台3-15-8,
仙台市保健所,04-01-1042,デンタルキャスティング,38.2987307,140.8210648,宮城県仙台市青葉区中山吉成1-6-28,
仙台市保健所,04-01-1043,デンタルラボgood job,38.2634318,140.7969451,宮城県仙台市青葉区栗生1-4-８,
仙台市保健所,04-01-1044,WORVELL 仙臺 Dental Laboratory,38.2595905,140.8662348,宮城県仙台市青葉区大町2-4-1　ｸﾞﾗﾝﾄﾞｿﾚｲﾕ大町3F-A,
仙台市保健所,04-01-1045,株式会社　Oral works,38.2704309,140.8683196,宮城県仙台市青葉区二日町11-5  第二梅原ビル3-A,
仙台市保健所,04-01-1046,デンチャーラボ佐藤,38.2997008,140.6520665,宮城県仙台市青葉区新川字佐手山5-694,
仙台市保健所,04-01-1047,アユムデンタルラボラトリー,38.3006687,140.8382179,宮城県仙台市青葉区西勝山24-25,
仙台市保健所,04-01-1048,エムズ・プロ,38.29011029999999,140.870783,宮城県仙台市青葉区堤町三丁目15-7,
仙台市保健所,04-01-1049,denture laboratory re:forte,38.2567802,140.8805301,宮城県仙台市青葉区中央4-9-15　仙台中央マンション402,
仙台市保健所,04-01-1050,仙台矯正歯科技工所,38.2610859,140.8775617,宮城県仙台市青葉区中央二丁目2-38,
仙台市保健所,04-01-1051,有限会社ディ・ハンズ　デンチャーサービス,38.2707433,140.8949361,宮城県仙台市青葉区中江二丁目19-11,
仙台市保健所,04-01-2001,中村デンタルワーク,38.2640918,140.906062,宮城県仙台市宮城野区五輪2丁目9-39,
仙台市保健所,04-01-2002,デンタルラボＫＩＮＹＡ,38.2603281,140.9111942,宮城県仙台市宮城野区宮城野3丁目6-15-109,
仙台市保健所,04-01-2003,有限会社デンタルフィットラボラトリー,38.2548311,140.9649181,宮城県仙台市宮城野区岡田字裏通2-281-1,
仙台市保健所,04-01-2004,オーテックＤ・Ｆ・Ｃ,38.291949,140.9578517,宮城県仙台市宮城野区田子字鳥井92-1,
仙台市保健所,04-01-2005,Ｋ’Ｓデンタルスタジオ,38.2813091,140.98217,宮城県仙台市宮城野区栄4丁目3-7,
仙台市保健所,04-01-2006,技工房,38.2670604,140.9120485,宮城県仙台市宮城野区五輪2丁目13-18-60A,
仙台市保健所,04-01-2007,デンタル工房イノマタ,38.2914903,140.9029673,宮城県仙台市宮城野区自由ヶ丘8-31-自由が丘ビル201,
仙台市保健所,04-01-2008,フリーテクニック,38.2904923,140.9007849,宮城県仙台市宮城野区自由ヶ丘21-10,
仙台市保健所,04-01-2009,メリアリンク,38.287509,140.8983249,宮城県仙台市宮城野区安養寺1丁目5-15,
仙台市保健所,04-01-2010,大幸歯科技研,38.2778637,140.9775186,宮城県仙台市宮城野区中野字寺前46-3,
仙台市保健所,04-01-2011,トモデンタルテクノロジー,38.285688,140.933327,宮城県仙台市宮城野区燕沢東1丁目11-15,
仙台市保健所,04-01-2012,リアルフィット,38.2785894,140.9012471,宮城県仙台市宮城野区二の森11-2,
仙台市保健所,04-01-2013,有限会社デンタルデザインオフィス,38.2772246,140.9255499,宮城県仙台市宮城野区新田2丁目7-20,
仙台市保健所,04-01-2014,デンタルラボ・サンテック,38.2748131,140.9223843,宮城県仙台市宮城野区新田2丁目14-41,
仙台市保健所,04-01-2015,スカイデンタルラボ,38.2631956,140.8984889,宮城県仙台市宮城野区原町1丁目2-31,
仙台市保健所,04-01-2016,歯科技工プロテック有限会社,38.2555058,140.8968574,宮城県仙台市宮城野区西宮城野4-1　宮城野ｺｰﾎﾟ1F,
仙台市保健所,04-01-2017,Ａテクニックデンタルラボラトリー,38.25800479999999,140.9204021,宮城県仙台市宮城野区萩野町3-9-5,
仙台市保健所,04-01-2018,有限会社　小林歯研,38.2668481,140.9120701,宮城県仙台市宮城野区五輪2丁目14-19  101,
仙台市保健所,04-01-2019,デンタルラボ行人,38.2603222,140.8994704,宮城県仙台市宮城野区五輪1丁目17-54,
仙台市保健所,04-01-2020,ヨコタデンタルラボ,38.2969236,140.9272901,宮城県仙台市宮城野区鶴ヶ谷字京原204-2,
仙台市保健所,04-01-2021,吉田歯科技工所,38.2589017,140.8993709,宮城県仙台市宮城野区宮城野1丁目6-23,
仙台市保健所,04-01-2022,Dental Labo Cosmic,38.2818964,140.9807108,宮城県仙台市宮城野区栄2丁目-23-8,
仙台市保健所,04-01-2023,パークデンタル・ラボ,38.2783097,140.9176741,宮城県仙台市宮城野区東仙台2丁目18-56,
仙台市保健所,04-01-2024,嶺岸ラボテック,38.2639289,140.9840448,宮城県仙台市宮城野区白鳥2丁目13-17,
仙台市保健所,04-01-2025,株式会社デントラボ宮城,38.2627977,140.8834216,宮城県仙台市宮城野区名掛丁202-1 ｷﾞﾌﾄ仙台東口3階B,
仙台市保健所,04-01-2026,合同会社ブライト,38.2668598,140.9064814,宮城県仙台市宮城野区原町3丁目2-59 ﾉｰﾌﾞﾙｶｰｻ原町2F事務所,
仙台市保健所,04-01-2027,デンタルサポート,38.2749998,140.9262711,宮城県仙台市宮城野区新田4丁目7-48,
仙台市保健所,04-01-3001,(有)壱番丁ラボラトリー,38.2415958,140.8873883,宮城県仙台市若林区舟丁3-13  丸三ﾋﾞﾙ 4Ｆ,
仙台市保健所,04-01-3002,(有)渡邉歯科技研,38.2377665,140.8947405,宮城県仙台市若林区古城1丁目2-5,
仙台市保健所,04-01-3003,(有)コーワ歯研,38.2539539,140.9397269,宮城県仙台市若林区六丁の目中町10-16,
仙台市保健所,04-01-3004,(有)ミウラ・デンタル・アート,38.2189167,140.9131127,宮城県仙台市若林区上飯田2丁目13-28,
仙台市保健所,04-01-3005,J・テック,38.2507264,140.9128041,宮城県仙台市若林区志波町15-36,
仙台市保健所,04-01-3006,デンタルラボK.D.L,38.2456383,140.9035085,宮城県仙台市若林区一本杉町25-5  薬師堂ﾏﾝｼｮﾝ 201号,
仙台市保健所,04-01-3007,仙台技研,38.2122366,140.9269799,宮城県仙台市若林区今泉2丁目10-34,
仙台市保健所,04-01-3008,デンタルラボK-1,38.24860890000001,140.8924086,宮城県仙台市若林区表柴田町42,
仙台市保健所,04-01-3009,Dental Laboratorie Sato,38.2514326,140.9178347,宮城県仙台市若林区大和町4丁目10-7-903,
仙台市保健所,04-01-3010,(有)ダイヤモンド歯研,38.2528794,140.8850272,宮城県仙台市若林区五橋3丁目6-30,
仙台市保健所,04-01-3011,山口デンタルスタジオ,38.2502966,140.9260341,宮城県仙台市若林区大和町5丁目32-9  ﾗｲｵﾝｽﾞﾏﾝｼｮﾝ大和第5-1403,
仙台市保健所,04-01-3012,杜のデンタル工房,38.2342422,140.8947285,宮城県仙台市若林区若林1丁目5-6,
仙台市保健所,04-01-3013,歯っぴ～Ｄｅｎｔａｌ ｌａｂ．,38.2448019,140.9141323,宮城県仙台市若林区中倉2丁目11-20,
仙台市保健所,04-01-3014,カトウデンタルラボラトリー,38.2465133,140.88456,宮城県仙台市若林区土樋38-110,
仙台市保健所,04-01-3015,タナカデンタル工房,38.2433175,140.8849843,宮城県仙台市若林区石名坂95-9,
仙台市保健所,04-01-3016,歯科工房グローデンタルラボラトリー,38.2455515,140.8849043,宮城県仙台市若林区土樋280-1  1F,
仙台市保健所,04-01-3017,Ｈ゛ＣＲＡＦＴ,38.2216152,140.9177286,宮城県仙台市若林区上飯田1丁目19-50-3,
仙台市保健所,04-01-3018,(株)ＤＩＰＳ仙台支店,38.2531259,140.9522574,宮城県仙台市若林区六丁の目北町17-38　2Ｆ,
仙台市保健所,04-01-3019,Dental Studio ALIVE,38.2385738,140.9340412,宮城県仙台市若林区なないろの里3丁目5番地の9,
仙台市保健所,04-01-3020,ＮＯＭＵＣＲＡＦＴ,38.2498744,140.9349609,宮城県仙台市若林区六丁の目南町1番18号,
仙台市保健所,04-01-3021,パノラマ歯研,38.2386649,140.8975691,宮城県仙台市若林区南小泉3丁目19-9  第3菅井ｺｰﾎﾟ 105号,
仙台市保健所,04-01-3022,技工室サトウ,38.24554759999999,140.8986113,宮城県仙台市若林区三百人町1  4F,
仙台市保健所,04-01-3023,(株)中田デンタル・センター仙台支社,38.2542903,140.8861561,宮城県仙台市若林区新寺3丁目3-24  2F,
仙台市保健所,04-01-3024,杜の都ラボ,38.2361734,140.8953969,宮城県仙台市若林区若林１丁目7-9,
仙台市保健所,04-01-3025,SUN DENTAL ALLIANCE,38.2385738,140.9340412,宮城県仙台市若林区なないろの里3丁目5-9,
仙台市保健所,04-01-3026,株式会社成田デンタル　仙台営業所,38.2421752,140.9267198,宮城県仙台市若林区蒲町37-14,
仙台市保健所,04-01-3027,株式会社鈴木デンタルラボラトリ,38.2445897,140.908807,宮城県仙台市若林区一本杉町10-35 ﾄﾚﾋﾞﾋﾞﾙ2F,
仙台市保健所,04-01-3028,あきデンタルクリニック（院内ラボ）,38.2187594,140.9198885,宮城県仙台市若林区上飯田2丁目5-30,
仙台市保健所,04-01-4001,デンタルラボカンノ,38.2219286,140.8520916,宮城県仙台市太白区西多賀４丁目11-53,
仙台市保健所,04-01-4002,（有）ピース商事,38.2414425,140.8509023,宮城県仙台市太白区松が丘18-9,
仙台市保健所,04-01-4003,株式会社アイ・ディー・エル仙台営業所,38.2217113,140.8536769,宮城県仙台市太白区西多賀３丁目4-20,
仙台市保健所,04-01-4004,古澤株式会社,38.2313306,140.8905736,宮城県仙台市太白区八本松１丁目7-42,
仙台市保健所,04-01-4005,エスデンタルラボ,38.22195,140.8130979,宮城県仙台市太白区羽黒台34-1,
仙台市保健所,04-01-4006,渡邊デンタル工房,38.1954935,140.8940129,宮城県仙台市太白区中田町二軒橋7-3,
仙台市保健所,04-01-4007,ヒロ・デンタルサプライ,38.2221137,140.8122134,宮城県仙台市太白区日本平19-3,
仙台市保健所,04-01-4008,オオモトデンタル,38.2165332,140.8960948,宮城県仙台市太白区郡山字新橋南20-28,
仙台市保健所,04-01-4009,東北歯科技工研修室,38.2433995,140.8763225,宮城県仙台市太白区向山４丁目27-8,
仙台市保健所,04-01-4010,ANDS,38.2318064,140.8186827,宮城県仙台市太白区太白１丁目19-15,
仙台市保健所,04-01-4011,茂庭台歯研,38.2381581,140.7825692,宮城県仙台市太白区茂庭台４丁目3-11-206,
仙台市保健所,04-01-4012,テンデンタルラボラトリー,38.2323519,140.8435506,宮城県仙台市太白区金剛沢３丁目9-65,
仙台市保健所,04-01-4013,成田デンタル・ラボラトリー,38.2212229,140.8662582,宮城県仙台市太白区泉崎２丁目16-5-309,
仙台市保健所,04-01-4014,デンタルプラント,38.2446764,140.8755877,宮城県仙台市太白区向山４丁目13-6,
仙台市保健所,04-01-4015,Leaf　21,38.2361914,140.8683162,宮城県仙台市太白区長嶺10-3  グランドステージ101,
仙台市保健所,04-01-4016,MRデンタル,38.2291904,140.8651449,宮城県仙台市太白区砂押町11-20,
仙台市保健所,04-01-4017,ラボック,38.2354693,140.7852667,宮城県仙台市太白区茂庭台３丁目8-8,
仙台市保健所,04-01-4018,デンタライズド,38.1955073,140.9125956,宮城県仙台市太白区袋原６丁目9-27,
仙台市保健所,04-01-4019,WISDOM DENTAL FACTORY,38.2130865,140.8860821,宮城県仙台市太白区諏訪町15-50,
仙台市保健所,04-01-4020,早川歯科技工所,38.2237454,140.901912,宮城県仙台市太白区東郡山１丁目7-29,
仙台市保健所,04-01-4021,art-box Dental Laboratory,38.202472,140.8806734,宮城県仙台市太白区西中田２丁目８-２,
仙台市保健所,04-01-4022,有限会社メークデント,38.2199843,140.8818832,宮城県仙台市太白区長町６丁目12-20,
仙台市保健所,04-01-4023,今野技工所,38.2268376,140.8855833,宮城県仙台市太白区長町３丁目1-7  三井生命長町ビル２Ｆ,
仙台市保健所,04-01-4024,仙台義研工業,38.2242968,140.8974226,宮城県仙台市太白区郡山４丁目7-21-３Ｆ,
仙台市保健所,04-01-4025,日本平歯研,38.22073049999999,140.8119836,宮城県仙台市太白区日本平14-6,
仙台市保健所,04-01-4026,星中央歯科技研,38.2201287,140.8651687,宮城県仙台市太白区泉崎２丁目26-23,
仙台市保健所,04-01-4027,小針デンタルラボ,38.29242259999999,140.8882252,宮城県仙台市太白区萩ヶ岡11-17,
仙台市保健所,04-01-4028,サトウ　デンチャー　ラボ,38.2590084,140.6702447,宮城県仙台市太白区秋保町長袋字大原127-6,
仙台市保健所,04-01-4029,ナチュラルティース,38.1951356,140.924389,宮城県仙台市太白区四郎丸字落合1-44,
仙台市保健所,04-01-4030,水仙会技工室,38.2276204,140.8704374,宮城県仙台市太白区鹿野2-11-13,
仙台市保健所,04-01-4031,有限会社エスエスティー,38.2299213,140.8499366,宮城県仙台市太白区金剛沢1-3-13,
仙台市保健所,04-01-4032,義歯工房　得心,38.1951356,140.924389,宮城県仙台市太白区四郎丸字落合1-44,
仙台市保健所,04-01-5001,南中山歯研,38.3129549,140.8264728,宮城県仙台市泉区南中山3-36-11,
仙台市保健所,04-01-5002,パークデンタルラボ,38.3365568,140.8366625,宮城県仙台市泉区寺岡1-8-26,
仙台市保健所,04-01-5003,有限会社　南光台歯研,38.3016904,140.9172351,宮城県仙台市泉区南光台東3-15-2,
仙台市保健所,04-01-5004,有限会社遠藤デンタルスタジオ,38.3034773,140.8679176,宮城県仙台市泉区虹の丘3-11-14,
仙台市保健所,04-01-5005,T・Iデンタルラボ,38.3143482,140.8131951,宮城県仙台市泉区北中山3-10-5,
仙台市保健所,04-01-5006,（有）デンタルスタジオ一条,38.3017731,140.8663533,宮城県仙台市泉区虹の丘4-14-7,
仙台市保健所,04-01-5007,龍貴デンタル,38.3093428,140.7974581,宮城県仙台市泉区館1-10-4,
仙台市保健所,04-01-5008,有限会社　ユアデント,38.3155625,140.9018432,宮城県仙台市泉区市名坂字原田3-14,
仙台市保健所,04-01-5009,コーヨーデンタル,38.3364581,140.9019979,宮城県仙台市泉区向陽台5-21-7,
仙台市保健所,04-01-5010,デンタルラボ雅アート,38.3106375,140.812422,宮城県仙台市泉区南中山5-4-10　コーポ川内１F,
仙台市保健所,04-01-5011,Ｋ.one デンタルステージ,38.3343218,140.9054093,宮城県仙台市泉区山の寺3-31-5,
仙台市保健所,04-01-5012,サトウデンタルワークス,38.3136534,140.8468754,宮城県仙台市泉区加茂5-4-12,
仙台市保健所,04-01-5013,フルタ・デンタル・ラボ,38.3219327,140.9140193,宮城県仙台市泉区鶴が丘2-20-8,
仙台市保健所,04-01-5014,セフィーデンタルアート,38.3030513,140.8939046,宮城県仙台市泉区南光台5-15-7,
仙台市保健所,04-01-5015,MDラボ,38.3333935,140.8813376,宮城県仙台市泉区将監3-14-5,
仙台市保健所,04-01-5016,有限会社ほりごめデンタル・ラボ,38.3321238,140.7893983,宮城県仙台市泉区住吉台東4-6-33,
仙台市保健所,04-01-5017,M′アート,38.3292006,140.7904235,宮城県仙台市泉区住吉台東5-7-13,
仙台市保健所,04-01-5018,MAXデンタルアート,38.3387983,140.8782873,宮城県仙台市泉区将監5-2-1-4,
仙台市保健所,04-01-5019,仙台デントワークス,38.3310541,140.8995528,宮城県仙台市泉区山の寺1-36-12,
仙台市保健所,04-01-5020,有限会社ファミリーデンタルラボ,38.3126637,140.8943783,宮城県仙台市泉区八乙女1-13-23,
仙台市保健所,04-01-5021,デンタル工房　山谷,38.3082246,140.8698748,宮城県仙台市泉区上谷刈字橋元50-2,
仙台市保健所,04-01-5022,デンタルハウス・エンドウ,38.314008,140.7953636,宮城県仙台市泉区館2-19-17,
仙台市保健所,04-01-5023,キクタ・デンタル・スペース,38.2940262,140.894094,宮城県仙台市泉区南光台2-14-46,
仙台市保健所,04-01-5024,歯科工房　メイプル,38.3077287,140.8426755,宮城県仙台市泉区長命ヶ丘3-29-10,
仙台市保健所,04-01-5025,デンタルホープ,38.3152671,140.8995989,宮城県仙台市泉区市名坂字野蔵120-5-101,
仙台市保健所,04-01-5026,仙台補綴,38.3218226,140.9175509,宮城県仙台市泉区鶴が丘3-29-26,
仙台市保健所,04-01-5027,デンタルテクニカ,38.3351682,140.8738564,宮城県仙台市泉区将監10-1-16　錦荘101号,
仙台市保健所,04-01-5028,ラボ峰田,38.3106006,140.8317911,宮城県仙台市泉区長命ヶ丘3-25-3,
仙台市保健所,04-01-5029,有限会社アイ・エヌ・ティ,38.3284027,140.8796414,宮城県仙台市泉区泉中央2-16-1　トレスビーノ泉中央１F,
仙台市保健所,04-01-5030,株式会社MKY工房,38.3303494,140.778279,宮城県仙台市泉区住吉台西2-7-3,
仙台市保健所,04-01-5031,Native Design 株式会社,38.2974923,140.8941958,宮城県仙台市泉区南光台４丁目7-35　かど屋ビル２F,
仙台市保健所,04-01-5032,平野デンタルラボ,38.3058157,140.8090075,宮城県仙台市泉区西中山２丁目7-4,
仙台市保健所,04-01-5033,藤原技研,38.30265380000001,140.8891733,宮城県仙台市泉区旭丘堤2-15-9,
仙台市保健所,04-01-5034,デンタルベース　Ａ,38.3116294,140.8880187,宮城県仙台市泉区八乙女中央４丁目2-15　レジデンス八乙女102,
仙台市保健所,04-01-5035,株式会社LuminousDentalLabo,38.3294623,140.8678689,宮城県仙台市泉区七北田字菅間81-5　野村貸事務所Ⅰ棟101,
仙台市保健所,04-01-5036,ケン・デンタルコーポレーション,38.3083446,140.8823708,宮城県仙台市泉区黒松2丁目19-10　白鳥ビル2F,
仙台市保健所,04-01-5037,Natureｓ Creation,38.3138471,140.827691,宮城県仙台市泉区南中山３丁目33-6,
仙台市保健所,04-01-5038,はせがわデンタルデザイン株式会社,38.3004452,140.9058248,宮城県仙台市泉区南光台東１丁目19-22,
仙台市保健所,04-01-5039,小野寺デンタルワーク,38.3292915,140.8878813,宮城県仙台市泉区将監１丁目26-5,
仙台市保健所,04-01-5040,仙台セラミックラボ,38.3231501,140.8807826,宮城県仙台市泉区泉中央１丁目7-1　スウィングビル4F,
仙台市保健所,04-01-5041,東北ミクロン医療株式会社,38.3333225,140.9131614,宮城県仙台市泉区松陵3丁目55-5,
仙台市保健所,04-01-5042,Ｋ・Ｈ・デンタルアート,38.3113828,140.8381645,宮城県仙台市泉区長命ケ丘4丁目22-5,
